,adjclose,close,date,formatted_date,high,low,open,volume
0,100.2164535522461,109.33000183105469,1420209000,2015-01-02,111.44000244140625,107.3499984741211,111.38999938964844,53204600
1,97.39318084716797,106.25,1420468200,2015-01-05,108.6500015258789,105.41000366210938,108.29000091552734,64285500
2,97.40237426757812,106.26000213623047,1420554600,2015-01-06,107.43000030517578,104.62999725341797,106.54000091552734,65797100
3,98.76815032958984,107.75,1420641000,2015-01-07,108.19999694824219,106.69999694824219,107.19999694824219,40105900
4,102.56307220458984,111.88999938964844,1420727400,2015-01-08,112.1500015258789,108.69999694824219,109.2300033569336,59364500
5,102.67304992675781,112.01000213623047,1420813800,2015-01-09,113.25,110.20999908447266,112.66999816894531,53699500
6,100.14311981201172,109.25,1421073000,2015-01-12,112.62999725341797,108.80000305175781,112.5999984741211,49650800
7,101.03227996826172,110.22000122070312,1421159400,2015-01-13,112.80000305175781,108.91000366210938,111.43000030517578,67091900
8,100.64728546142578,109.80000305175781,1421245800,2015-01-14,110.48999786376953,108.5,109.04000091552734,48956600
9,97.9156723022461,106.81999969482422,1421332200,2015-01-15,110.05999755859375,106.66000366210938,110.0,60014000
10,97.15485382080078,105.98999786376953,1421418600,2015-01-16,107.58000183105469,105.19999694824219,107.02999877929688,78513300
11,99.65730285644531,108.72000122070312,1421764200,2015-01-20,108.97000122070312,106.5,107.83999633789062,49899900
12,100.4181137084961,109.55000305175781,1421850600,2015-01-21,111.05999755859375,108.2699966430664,108.94999694824219,48575900
13,103.03055572509766,112.4000015258789,1421937000,2015-01-22,112.47000122070312,109.72000122070312,110.26000213623047,53796400
14,103.56219482421875,112.9800033569336,1422023400,2015-01-23,113.75,111.52999877929688,112.30000305175781,46464800
15,103.67218780517578,113.0999984741211,1422282600,2015-01-26,114.36000061035156,112.80000305175781,113.73999786376953,55615000
16,100.04229736328125,109.13999938964844,1422369000,2015-01-27,112.4800033569336,109.02999877929688,112.41999816894531,95568700
17,105.69796752929688,115.30999755859375,1422455400,2015-01-28,118.12000274658203,115.30999755859375,117.62999725341797,146477100
18,108.98871612548828,118.9000015258789,1422541800,2015-01-29,119.19000244140625,115.55999755859375,116.31999969482422,84436400
19,107.39376831054688,117.16000366210938,1422628200,2015-01-30,120.0,116.8499984741211,118.4000015258789,83745500
20,108.74124145507812,118.62999725341797,1422887400,2015-02-02,119.16999816894531,116.08000183105469,118.05000305175781,62739100
21,108.75955963134766,118.6500015258789,1422973800,2015-02-03,119.08999633789062,117.61000061035156,118.5,51915700
22,109.59370422363281,119.55999755859375,1423060200,2015-02-04,120.51000213623047,118.30999755859375,118.5,70149700
23,110.37590789794922,119.94000244140625,1423146600,2015-02-05,120.2300033569336,119.25,120.0199966430664,42246200
24,109.44646453857422,118.93000030517578,1423233000,2015-02-06,120.25,118.44999694824219,120.0199966430664,43706600
25,110.17346954345703,119.72000122070312,1423492200,2015-02-09,119.83999633789062,118.43000030517578,118.55000305175781,38889800
26,112.29004669189453,122.0199966430664,1423578600,2015-02-10,122.1500015258789,120.16000366210938,120.16999816894531,62008500
27,114.92201232910156,124.87999725341797,1423665000,2015-02-11,124.91999816894531,122.5,122.7699966430664,73561800
28,116.37602233886719,126.45999908447266,1423751400,2015-02-12,127.4800033569336,125.56999969482422,126.05999755859375,74474500
29,116.94658660888672,127.08000183105469,1423837800,2015-02-13,127.27999877929688,125.6500015258789,127.27999877929688,54272200
30,117.63677215576172,127.83000183105469,1424183400,2015-02-17,128.8800048828125,126.91999816894531,127.48999786376953,63152400
31,118.455810546875,128.72000122070312,1424269800,2015-02-18,128.77999877929688,127.44999694824219,127.62999725341797,44891700
32,118.20733642578125,128.4499969482422,1424356200,2015-02-19,129.02999877929688,128.3300018310547,128.47999572753906,37362400
33,119.17359924316406,129.5,1424442600,2015-02-20,129.5,128.0500030517578,128.6199951171875,48948400
34,122.3945083618164,133.0,1424701800,2015-02-23,133.0,129.66000366210938,130.02000427246094,70974100
35,121.63068389892578,132.1699981689453,1424788200,2015-02-24,133.60000610351562,131.1699981689453,132.94000244140625,69228100
36,118.52021789550781,128.7899932861328,1424874600,2015-02-25,131.60000610351562,128.14999389648438,131.55999755859375,74711700
37,120.02024841308594,130.4199981689453,1424961000,2015-02-26,130.8699951171875,126.61000061035156,128.7899932861328,91287500
38,118.21653747558594,128.4600067138672,1425047400,2015-02-27,130.57000732421875,128.24000549316406,130.0,62014800
39,118.79629516601562,129.08999633789062,1425306600,2015-03-02,130.27999877929688,128.3000030517578,129.25,48096700
40,119.04476165771484,129.36000061035156,1425393000,2015-03-03,129.52000427246094,128.08999633789062,128.9600067138672,37816300
41,118.2901382446289,128.5399932861328,1425479400,2015-03-04,129.55999755859375,128.32000732421875,129.10000610351562,31666300
42,116.33000946044922,126.41000366210938,1425565800,2015-03-05,128.75,125.76000213623047,128.5800018310547,56517100
43,116.50484466552734,126.5999984741211,1425652200,2015-03-06,129.3699951171875,126.26000213623047,128.39999389648438,72842100
44,117.00180053710938,127.13999938964844,1425907800,2015-03-09,129.57000732421875,125.05999755859375,127.95999908447266,88528500
45,114.58150482177734,124.51000213623047,1425994200,2015-03-10,127.22000122070312,123.80000305175781,126.41000366210938,68856600
46,112.49252319335938,122.23999786376953,1426080600,2015-03-11,124.7699966430664,122.11000061035156,124.75,68939000
